OBJECTID,Project Address,Development Site Square Feet,Permit Number,Master User Permit Number,Permit Stage,Type of Permit,New Units Permitted,Demolished Units Permitted,Net Units Permitted,Sleeping Rooms Permitted,Permit Value,Type of Dwelling Unit,Type of Dwelling Unit per Code,Description of Work,Application Date,Issued Date,Year Issued,Final Date,Year Finaled,VILLNUMB,Urban Village Name,Urban Village Type,Comp Plan Name,Comp Plan Type,Community Reporting Area Number,Community Reporting Area,Neighborhood,Council District,Census Block 2010,Census Block Group 2010,GEOID10,SOURCE,XCOORD_StatePlane,YCOORD_StatePlane,MAF_ID,DevSite_ID,RecordNumber,STATUS_COLOR,Longitude,Latitude,Expiration Date,Zoning All Zones,Zoning Primary Zone,Zoning Report Zone,Zoning Category,Zoning Class,Parent Construction Permit,GEOID20,Census Block 2020,Census Block Group 2020,Quarter Issued,Quarter and Year Issued,Quarter Final,Quarter and Year Final,Condo Parcel or Plat (Y/N),Most Recent Inspection Date,Most Recent Inspection Type,x,y
617,12505 8TH AVE NW,6268,6694342,3031646,Permit Finaled,Construction Permit,1,0,1,0,598995,DADU,"Accessory Dwelling, Detached","Establish use and Construct single-family residence and associated detached accessory dwelling unit [DADU], per plan.",9/12/2019 12:00:00 AM,6/5/2020 12:00:00 AM,2020,7/6/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,500.3000,500.3,530330005003000,ACC,1263031.6036,266347.1473,743545,DV0335398,6694342-CN,#001a73,-122.36661568,47.71987939,12/5/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005001022,500.1022,500.1,2,2020_2,3,2021_3,Y,7/6/2021 12:00:00 AM,Building Final,1263031.60344607,266347.147220969
620,12512 2ND AVE NE,7699,6764132,,Permit Finaled,Construction Permit,1,0,1,0,59101,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit [DADU] for a single-family residence, per plan.",4/27/2020 12:00:00 AM,5/29/2020 12:00:00 AM,2020,10/27/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.5004,600.5,530330006005004,ACC,1272715.687,266180.385,27489,DV1153643,6764132-CN,#001a73,-122.32726733,47.71994444,11/29/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006012008,601.2008,601.2,2,2020_2,4,2020_4,N,10/27/2020 12:00:00 AM,Building Final,1272715.68709622,266180.385087296
628,12523 12TH AVE NE,8842,6895380,,Permit Finaled,Construction Permit,1,0,1,0,160232,DADU,"Accessory Dwelling, Detached",":  Construct DADU, this permit [Establish use as Single family residence (SFR) with both Attached and Detached Accessory Dwelling unit (AADU and DADU) and construct as single and two-family dwelling, per plan; review and process for two records under 6869",4/21/2022 12:00:00 AM,9/23/2022 12:00:00 AM,2022,11/15/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.5007,200.5,530330002005007,ACC,1275507.9628,266192.4137,761943,DV1162581,6895380-CN,#001a73,-122.31592645,47.72012544,3/23/2024 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,6869479-CN,530330002013004,201.3004,201.3,3,2022_3,4,2023_4,Y,11/15/2023 12:00:00 AM,Building Final,1275507.96267964,266192.413606554
633,12529 1ST AVE NE,7351,6897200,,Permit Finaled,Construction Permit,1,0,1,0,194505,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit accessory to single family residence, per plans.",10/5/2022 12:00:00 AM,12/13/2022 12:00:00 AM,2022,6/22/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.3000,600.3,530330006003000,ACC,1272236.1509,266466.3369,764857,DV0011787,6897200-CN,#001a73,-122.32923771,47.72070269,6/13/2024 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330006022001,602.2001,602.2,4,2022_4,2,2023_2,Y,6/22/2023 12:00:00 AM,Building Final,1272236.15098181,266466.336943224
636,12530 20TH AVE NE,8311,6757811,,Permit Finaled,Construction Permit,1,0,1,0,188436,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plans.",12/2/2019 12:00:00 AM,1/3/2020 12:00:00 AM,2020,7/7/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.2004,200.2,530330002002004,ACC,1277700.524,266289.504,28506,DV1198483,6757811-CN,#001a73,-122.30702808,47.72050701,7/3/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002022006,202.2006,202.2,1,2020_1,3,2020_3,Y,7/7/2020 12:00:00 AM,Building Final,1277700.52391131,266289.503963545
638,12533 2ND AVE NW,8190,6748367,,Permit Finaled,Construction Permit,1,0,1,0,125000,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit (DADU)  for a single-family residence, per plans",10/30/2019 12:00:00 AM,12/16/2019 12:00:00 AM,2019,7/20/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,402.4007,402.4,530330004024007,ACC,1264683.865,266586.081,26532,DV1197089,6748367-CN,#001a73,-122.35992377,47.72062434,6/16/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004024002,402.4002,402.4,4,2019_4,3,2020_3,N,7/20/2020 12:00:00 AM,Building Final,1264683.86490531,266586.081126302
644,127 29TH AVE E,4079,6831444,,Permit Finaled,Construction Permit,1,0,1,0,137921,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing single-family residence, per plan",4/13/2021 12:00:00 AM,8/2/2021 12:00:00 AM,2021,7/14/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.1019,7700.1,530330077001019,ACC,1279883.7989,229498.2748,763886,DV1190609,6831444-CN,#001a73,-122.2953204,47.61977693,2/2/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077001017,7700.1017,7700.1,3,2021_3,3,2022_3,Y,7/14/2022 12:00:00 AM,Building Final,1279883.79874423,229498.274724633
645,12703 9th AVE NW,9263,6815181,,Permit Finaled,Construction Permit,1,0,1,0,205814,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit accessory to single family residence, per plans.  Project includes removal of existing detached garage with portions of existing foundation to remain.",4/16/2021 12:00:00 AM,6/18/2021 12:00:00 AM,2021,9/28/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,500.1019,500.1,530330005001019,ACC,1262696.683,267015.461,25929,DV0050600,6815181-CN,#001a73,-122.3680302,47.7216929,12/18/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005001020,500.1020,500.1,2,2021_2,3,2022_3,N,9/28/2022 12:00:00 AM,Building Final,1262696.68285605,267015.460844964
648,12709 27TH AVE NE,8422,6750647,,Permit Finaled,Construction Permit,1,0,1,0,138582,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU), per plan.",12/20/2019 12:00:00 AM,1/28/2020 12:00:00 AM,2020,10/30/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.2011,200.2,530330002002011,ACC,1279569.553,266591.942,29004,DV0054910,6750647-CN,#001a73,-122.29945965,47.72143385,7/28/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002022010,202.2010,202.2,1,2020_1,4,2020_4,N,10/30/2020 12:00:00 AM,Building Final,1279569.55298164,266591.942006961
651,129 NE 64TH ST,4487,6709220,,Permit Finaled,Construction Permit,1,0,1,0,111090,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) to existing single family residence, per plan.",5/9/2019 12:00:00 AM,8/14/2019 12:00:00 AM,2019,5/5/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,3600.3009,3600.3,530330036003009,ACC,1272499.744,249779.053,77215,DV0035904,6709220-CN,#001a73,-122.32685139,47.67497747,2/14/2021 12:00:00 AM,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNK,,530330036012009,3601.2009,3601.2,3,2019_3,2,2020_2,N,5/5/2020 12:00:00 AM,Building Final,1272499.74395856,249779.053060636
652,129 NW 103RD ST,6073,6719277,,Permit Finaled,Construction Permit,1,0,1,0,30000,DADU,"Accessory Dwelling, Detached",Construct new detached accessory dwelling unit per standard plan 6673986-SP,4/26/2019 12:00:00 AM,6/3/2019 12:00:00 AM,2019,9/25/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.3011,1400.3,530330014003011,ACC,1264619.418,260333.547,40555,DV1184394,6719277-CN,#001a73,-122.35968176,47.70348301,12/3/2020 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330014003010,1400.3010,1400.3,2,2019_2,3,2019_3,N,9/25/2019 12:00:00 AM,Building Final,1264619.41785572,260333.547043473
657,13002 SUNNYSIDE AVE N,8104,6943234,,Permit Finaled,Construction Permit,1,0,1,0,166080,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit this permit (DADU), per plan. 
(Establish use as single family residence with attached and detached accessory 
dwelling units per land use code.  Construct new one and two family dwellings, 
per plan. Review a",2/16/2023 12:00:00 AM,2/16/2023 12:00:00 AM,2023,9/26/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.1013,600.1,530330006001013,ACC,1272044.001,267442.87,763324,DV1145388,6943234-CN,#001a73,-122.33009536,47.72336908,8/16/2024 12:00:00 AM,NR2,NR2,NR2,NR2,NR,6907735-CN,530330006021011,602.1011,602.1,1,2023_1,3,2023_3,N,9/26/2023 12:00:00 AM,Building Final,1272044.00110364,267442.870095134
659,13018 23RD AVE NE,16202,6851671,,Permit Finaled,Construction Permit,1,0,1,0,396102,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with attached accessory dwelling unit (AADU) and reclassify existing single family residence as detached accessory dwelling unit (DADU), per plan.",10/7/2021 12:00:00 AM,2/24/2022 12:00:00 AM,2022,8/26/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.2002,200.2,530330002002002,ACC,1278447.3091,267352.1819,28301,DV0041184,6851671-CN,#001a73,-122.30407721,47.72345895,8/24/2023 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330002022004,202.2004,202.2,1,2022_1,3,2023_3,Y,8/26/2023 12:00:00 AM,Building Final,1278447.30916314,267352.181956306
667,13050 28TH AVE NE,7772,6746342,,Permit Finaled,Construction Permit,1,0,1,0,421715,DADU,"Accessory Dwelling, Detached","Construct new single family residence with attached garage and (ADU) accessory dwelling unit; and construct alterations to convert existing structure to detached accessory dwelling unit (DADU), per plan.",6/8/2020 12:00:00 AM,11/4/2021 12:00:00 AM,2021,1/25/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.1018,200.1,530330002001018,ACC,1280072.9441,267683.9503,754135,DV1131323,6746342-CN,#001a73,-122.29749928,47.72445329,5/4/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002021020,202.1020,202.1,4,2021_4,1,2023_1,N,1/25/2023 12:00:00 AM,Building Final,1280072.94403523,267683.95032163
687,13218 7TH AVE NW,10889,6903551,,Permit Finaled,Construction Permit,1,0,1,0,163300,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) for one-family residence, per plan",8/5/2022 12:00:00 AM,9/19/2022 12:00:00 AM,2022,7/13/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,500.1015,500.1,530330005001015,ACC,1263606.9803,268398.6874,763776,DV0034389,6903551-CN,#001a73,-122.36444442,47.72553393,3/19/2024 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330005001016,500.1016,500.1,3,2022_3,3,2023_3,N,7/13/2023 12:00:00 AM,Building Final,1263606.98024806,268398.687409222
690,13250 2nd AVE NW,11227,6729499,,Permit Finaled,Construction Permit,1,0,1,0,236760,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU), per plan.",7/29/2019 12:00:00 AM,12/10/2019 12:00:00 AM,2019,10/12/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,401.2017,401.2,530330004012017,ACC,1264873.426,268749.742,26065,DV0018590,6729499-CN,#001a73,-122.35932809,47.72656511,6/10/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004031018,403.1018,403.1,4,2019_4,4,2020_4,Y,10/12/2020 12:00:00 AM,Building Final,1264873.4258779,268749.742153302
692,133 29TH AVE E,4074,6838458,,Permit Finaled,Construction Permit,1,0,1,0,154682,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) accessory to existing single-family residence, per plan.",11/10/2021 12:00:00 AM,8/1/2022 12:00:00 AM,2022,9/18/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.1019,7700.1,530330077001019,ACC,1279930.582,229532.449,758510,DV1107026,6838458-CN,#001a73,-122.29513337,47.61987304,2/1/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077001017,7700.1017,7700.1,3,2022_3,3,2023_3,Y,9/18/2023 12:00:00 AM,Building Final,1279930.58211523,229532.448868886
693,13304 MERIDIAN AVE N,8128,6236006,,Permit Finaled,Construction Permit,1,0,1,0,70727,DADU,"Accessory Dwelling, Detached","Construct 2nd story addition to detached garage to the North of existing single family residence and convert to detached accessory dwelling unit (DADU), per plan.",4/27/2010 12:00:00 AM,7/14/2010 12:00:00 AM,2010,12/8/2010 12:00:00 AM,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.1011,600.1,530330006001011,ACC,1271134.174,268174.523,27246,DV0061145,6236006-CN,#001a73,-122.33384913,47.72532594,1/14/2012 12:00:00 AM,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330006021009,602.1009,602.1,3,2010_3,4,2010_4,N,12/8/2010 12:00:00 AM,Building Final,1271134.17385507,268174.523159385
700,13321 A 1ST AVE NE,9654,6828169,,Permit Finaled,Construction Permit,1,0,1,0,900000,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence, an attached accessory dwelling unit and a detached accessory dwelling unit, per plans",8/5/2021 12:00:00 AM,2/22/2022 12:00:00 AM,2022,8/1/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.1007,600.1,530330006001007,ACC,1272062.7009,268259.8767,766798,DV0352278,6828169-CN,#001a73,-122.33008396,47.72560946,8/22/2023 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330006021008,602.1008,602.1,1,2022_1,3,2023_3,Y,8/1/2023 12:00:00 AM,Building Final,1272062.7008694,268259.876663223
707,13333 25TH AVE NE,5214,6904516,,Permit Finaled,Construction Permit,1,0,1,0,165742,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6794017-SP",6/8/2022 12:00:00 AM,7/5/2022 12:00:00 AM,2022,12/21/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.6024,200.6,530330002006024,ACC,1278862.3585,268226.2074,762588,DV0069054,6904516-CN,#001a73,-122.30245901,47.72587636,1/5/2024 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002022000,202.2000,202.2,3,2022_3,4,2023_4,N,12/21/2023 12:00:00 AM,Building Final,1278862.3585299,268226.207439214
714,1335 CALIFORNIA AVE SW,4279,6805374,,Permit Finaled,Construction Permit,1,0,1,0,441050,DADU,"Accessory Dwelling, Detached","Establish use as and construct new single family residence with detached accessory dwelling unit (DADU), per plan.",1/8/2021 12:00:00 AM,3/17/2021 12:00:00 AM,2021,2/24/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.4,Alki/Admiral,Southwest,1,9600.5029,9600.5,530330096005029,ACC,1257174.204,219411.775,146750,DV0041777,6805374-CN,#001a73,-122.38655889,47.59091061,9/17/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330096002018,9600.2018,9600.2,1,2021_1,1,2022_1,Y,2/24/2022 12:00:00 AM,Building Final,1257174.20407164,219411.774884552
717,1336 CALIFORNIA AVE SW,7129,6828357,,Permit Finaled,Construction Permit,1,0,1,0,326330,DADU,"Accessory Dwelling, Detached","Construct new detached accessory dwelling unit (DADU) and additions to existing single family residence to create new accessory dwelling unit (AADU), per plan.",4/23/2021 12:00:00 AM,1/18/2022 12:00:00 AM,2022,11/3/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.4,Alki/Admiral,Southwest,1,9600.5023,9600.5,530330096005023,ACC,1257353.889,219561.191,146843,DV1202377,6828357-CN,#001a73,-122.38584307,47.59133009,7/18/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330096002021,9600.2021,9600.2,1,2022_1,4,2022_4,Y,11/3/2022 12:00:00 AM,Building Final,1257353.88907972,219561.190924302
720,1339 N 79TH ST,5363,6791623,,Permit Finaled,Construction Permit,1,0,1,0,296550,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit (DADU) for a single-family residence, per plan.",8/19/2020 12:00:00 AM,1/14/2021 12:00:00 AM,2021,12/27/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,2700.4020,2700.4,530330027004020,ACC,1269322.485,253881.439,60381,DV1115641,6791623-CN,#001a73,-122.34007173,47.68605218,7/14/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027004020,2700.4020,2700.4,1,2021_1,4,2021_4,Y,12/27/2021 12:00:00 AM,Building Final,1269322.48489314,253881.43888472
722,134 N 83RD ST,3838,6841743,,Permit Finaled,Construction Permit,1,0,1,0,48489,DADU,"Accessory Dwelling, Detached","Construct Detached Accessory Dwelling Unit (DADU) to the existing single family residence, per plan.",8/17/2021 12:00:00 AM,12/15/2021 12:00:00 AM,2021,10/6/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2900.1007,2900.1,530330029001007,ACC,1265311.674,255139.063,57745,DV1201756,6841743-CN,#001a73,-122.35645332,47.68928283,6/15/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330029001007,2900.1007,2900.1,4,2021_4,4,2022_4,N,10/6/2022 12:00:00 AM,Building Final,1265311.67401715,255139.063009888
728,13522 23RD PL NE,7547,6750065,,Permit Finaled,Construction Permit,1,0,1,0,56794,DADU,"Accessory Dwelling, Detached","Construct a new detached accessory dwelling unit (DADU) for existing single family residence, per plan.",11/26/2019 12:00:00 AM,5/10/2020 12:00:00 AM,2020,11/23/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.6016,200.6,530330002006016,ACC,1278800.576,268718.106,24637,DV0094197,6750065-CN,#001a73,-122.30274815,47.72722141,5/10/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023017,202.3017,202.3,2,2020_2,4,2021_4,N,11/23/2021 12:00:00 AM,Building Final,1278800.57584506,268718.106061712
738,13723 PALATINE AVE N,5474,6801189,,Permit Finaled,Construction Permit,1,0,1,0,513976,DADU,"Accessory Dwelling, Detached","Establish use as and construct single-family residence w/ detached accessory dwelling unit (DADU), per plan",10/14/2020 12:00:00 AM,1/18/2022 12:00:00 AM,2022,1/17/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,401.2011,401.2,530330004012011,ACC,1265417.8887,269775.8777,754574,DV0345338,6801189-CN,#001a73,-122.35719885,47.72940726,7/18/2023 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330004031007,403.1007,403.1,1,2022_1,1,2023_1,N,1/17/2023 12:00:00 AM,Building Final,1265417.88869973,269775.877568215
739,13725 39TH AVE NE,8147,6832921,,Permit Finaled,Construction Permit,1,0,1,0,356215,DADU,"Accessory Dwelling, Detached","Construct single family residence with an attached accessory dwelling unit (AADU). Existing SFR to be converted to a detached accessory dwelling unit (DADU), per plan.",4/20/2021 12:00:00 AM,10/28/2021 12:00:00 AM,2021,7/6/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,North,5,100.1024,100.1,530330001001024,ACC,1282581.1619,269331.7445,756516,DV0054119,6832921-CN,#001a73,-122.2874368,47.72910024,4/28/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330001021011,102.1011,102.1,4,2021_4,3,2022_3,Y,7/6/2022 12:00:00 AM,Building Final,1282581.16178781,269331.74459821
742,1400 NE 120TH ST,8798,6617956,3030705,Permit Finaled,Construction Permit,1,0,1,0,561763,DADU,"Accessory Dwelling, Detached","Establish use as and construct single family residence with detached accessory dwelling unit, per plan.",3/5/2018 12:00:00 AM,5/28/2019 12:00:00 AM,2019,11/30/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.2000,600.2,530330006002000,ACC,1276035.925,264662.703,32039,DV0094321,6617956-CN,#001a73,-122.3136624,47.71596041,5/28/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006011005,601.1005,601.1,2,2019_2,4,2021_4,N,11/30/2021 12:00:00 AM,Building Final,1276035.92487831,264662.703083307
749,14016 2ND AVE NW,8130,6909686,,Permit Finaled,Construction Permit,1,0,1,0,234500,DADU,"Accessory Dwelling, Detached","Allow a detached accessory dwelling unit per land use code. Construct a one - family dwelling, per plan. Remove existing detached garage this permit. ",12/2/2022 12:00:00 AM,3/6/2023 12:00:00 AM,2023,11/16/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,401.2006,401.2,530330004012006,ACC,1264915.36,270369.986,22147,DV1193664,6909686-CN,#001a73,-122.35928827,47.73100838,9/6/2024 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330004031012,403.1012,403.1,1,2023_1,4,2023_4,N,11/16/2023 12:00:00 AM,Building Final,1264915.35984914,270369.985960051
751,14026 BAGLEY AVE N,7839,6685416,,Permit Finaled,Construction Permit,1,0,1,0,117198,DADU,"Accessory Dwelling, Detached","Construct a detached accessory dwelling unit (DADU) accessory to existing single family residence, per plans.",4/9/2019 12:00:00 AM,8/23/2019 12:00:00 AM,2019,4/16/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,300.1016,300.1,530330003001016,ACC,1271490.75,270349.125,23731,DV1178551,6685416-CN,#001a73,-122.33257275,47.73130548,8/23/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330003001015,300.1015,300.1,3,2019_3,2,2021_2,N,4/16/2021 12:00:00 AM,Building Final,1271490.74991356,270349.125109389
755,1403 BROADMOOR DR E,9837,6815611,,Permit Finaled,Construction Permit,1,0,1,0,870271,DADU,"Accessory Dwelling, Detached","Establish use as and construct a single-family residence w/ detached accessory dwelling unit, per plan.",3/19/2021 12:00:00 AM,3/30/2022 12:00:00 AM,2022,11/8/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.5,Madison Park,East,3,6300.4002,6300.4,530330063004002,ACC,1281776.771,233711.136,127698,DV1143410,6815611-CN,#001a73,-122.28796904,47.6314227,3/30/2025 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330063002002,6300.2002,6300.2,1,2022_1,4,2023_4,N,11/8/2023 12:00:00 AM,Building Final,1281776.77100815,233711.136049554
759,1405 N 43RD ST,3909,6899695,,Permit Finaled,Construction Permit,1,0,1,0,142300,DADU,"Accessory Dwelling, Detached","Allow new detached accessory dwelling unit to existing single family use, per land use code.  Construct new one family dwelling, per plan.",5/13/2022 12:00:00 AM,6/25/2022 12:00:00 AM,2022,12/21/2023 12:00:00 AM,2023,203,Wallingford,Residential Urban Village,Wallingford,Residential Urban Villages,11.2,Wallingford,Lake Union,4,5000.2002,5000.2,530330050002002,ACC,1269058.9779,244031.6623,761763,DV0065083,6899695-CN,#001a73,-122.34035829,47.6590402,6/25/2025 12:00:00 AM,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,6848717-CN,530330050002002,5000.2002,5000.2,2,2022_2,4,2023_4,N,12/21/2023 12:00:00 AM,Building Final,1269058.97787422,244031.662324473
764,14087 23RD PL NE,7156,6822938,,Permit Finaled,Construction Permit,1,0,1,0,145358,DADU,"Accessory Dwelling, Detached","Construct detached accessory dwelling unit (DADU) accessory to existing single family residence, per plan.",5/6/2021 12:00:00 AM,8/19/2021 12:00:00 AM,2021,11/9/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.6007,200.6,530330002006007,ACC,1278306.057,270498.935,24169,DV0016197,6822938-CN,#001a73,-122.30489545,47.73207672,2/19/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023010,202.3010,202.3,3,2021_3,4,2022_4,N,11/9/2022 12:00:00 AM,Building Final,1278306.05714905,270498.934849128
767,1413 NW 62ND ST,3314,6768234,,Permit Finaled,Construction Permit,1,0,1,0,45515,DADU,"Accessory Dwelling, Detached","Establish use as and construct accessory detached dwelling unit (DADU) at single family residence, per plan.",5/5/2020 12:00:00 AM,8/13/2020 12:00:00 AM,2020,1/7/2021 12:00:00 AM,2021,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.2,Whittier Heights,Ballard,6,3300.3015,3300.3,530330033003015,ACC,1260814.5,249516,74415,DV1195004,6768234-CN,#001a73,-122.37425203,47.67362492,2/13/2022 12:00:00 AM,LR3 (M),LR3 (M),LR3 (M),LR3,L,,530330033022011,3302.2011,3302.2,3,2020_3,1,2021_1,N,1/7/2021 12:00:00 AM,Building Final,1260814.49994065,249516.000109047
